timestamp,cpu_percent,mem_usage_mb,mem_limit_mb
1767771057.511894227,37.33,66.660,512.000
1767771059.550803595,17.87,82.600,512.000
1767771061.589967675,14.27,83.000,512.000
1767771063.634373568,17.22,82.840,512.000
1767771065.676564572,15.89,84.860,512.000
1767771067.728494567,15.31,84.820,512.000
1767771069.772319363,19.52,86.130,512.000
1767771071.822188382,13.82,86.540,512.000
1767771073.864395648,13.35,86.610,512.000
1767771075.914096125,15.77,86.660,512.000
1767771077.953174696,14.05,87.270,512.000
1767771079.991950069,13.25,87.590,512.000
1767771082.034127990,14.88,87.620,512.000
1767771084.074613787,13.55,87.920,512.000
1767771086.121844478,16.84,87.760,512.000
1767771088.165982968,17.38,89.790,512.000
1767771090.212906434,14.31,91.120,512.000
1767771092.252053822,13.88,91.390,512.000
1767771094.291265033,13.75,91.130,512.000
1767771096.336166861,15.44,91.130,512.000
1767771098.377873425,12.87,91.120,512.000
1767771100.423332988,14.59,91.850,512.000
1767771102.462203697,13.06,92.020,512.000
1767771104.504036356,12.94,91.780,512.000
1767771106.542924524,16.13,91.800,512.000
1767771108.593484750,13.23,92.040,512.000
1767771110.636006714,16.03,91.800,512.000
1767771112.675606799,13.34,93.250,512.000
1767771114.723715888,12.94,93.000,512.000
1767771116.761134620,19.55,93.000,512.000
1767771118.815065996,18.80,91.760,512.000
1767771120.854586762,13.55,92.070,512.000
1767771122.904484277,13.85,92.540,512.000
1767771124.943752722,12.86,92.290,512.000
1767771126.986474221,13.56,92.540,512.000
1767771129.034972219,13.99,92.520,512.000
1767771131.077575029,12.98,92.520,512.000
1767771133.123008261,12.70,92.520,512.000
1767771135.162370564,13.39,92.520,512.000
1767771137.209324885,14.03,92.520,512.000
1767771139.257973989,12.97,92.540,512.000
1767771141.300237812,13.35,92.520,512.000
1767771143.344101701,15.58,92.520,512.000
1767771145.382997627,13.00,92.520,512.000
1767771147.429826233,16.22,93.710,512.000
1767771149.478247700,16.31,93.560,512.000
1767771151.523865860,13.14,93.700,512.000
1767771153.562226298,13.19,93.960,512.000
1767771155.612992666,12.81,93.950,512.000
1767771157.653000781,13.88,94.200,512.000
1767771159.691325358,13.50,93.710,512.000
1767771161.733222483,13.59,93.710,512.000
1767771163.773513777,14.85,93.720,512.000
1767771165.820746183,12.87,93.950,512.000
1767771167.861219624,12.88,93.960,512.000
1767771169.900282192,13.65,93.700,512.000
1767771171.944900652,13.27,93.720,512.000
1767771173.985334495,13.28,93.960,512.000
1767771176.038380729,12.97,93.710,512.000
1767771178.080408878,13.03,93.950,512.000
1767771180.127717553,13.52,93.950,512.000
1767771182.169667750,12.76,93.700,512.000
1767771184.212993599,15.39,93.700,512.000
1767771186.253855802,16.16,94.000,512.000
1767771188.294631945,13.95,93.740,512.000
1767771190.336176597,17.13,93.750,512.000
1767771192.377874880,14.01,94.070,512.000
1767771194.423613162,14.44,93.910,512.000
1767771196.460417134,15.78,94.090,512.000
1767771198.503352493,12.65,93.850,512.000
1767771200.553265142,12.89,94.090,512.000
1767771202.591382302,12.96,93.840,512.000
1767771204.639613529,14.47,93.850,512.000
1767771206.678038453,15.24,93.830,512.000
1767771208.725675745,14.15,94.320,512.000
1767771210.773835092,15.84,93.840,512.000
1767771212.820523321,13.41,94.320,512.000
1767771214.863819736,14.22,93.840,512.000
1767771216.913510573,15.63,93.850,512.000
1767771218.956218223,12.55,93.830,512.000
1767771220.995746428,12.81,93.830,512.000
1767771223.042041197,13.45,93.830,512.000
1767771225.084611804,16.09,93.830,512.000
1767771227.133246102,15.55,94.600,512.000
1767771229.174658683,13.45,94.320,512.000
1767771231.224085316,13.30,94.070,512.000
1767771233.263655893,13.79,93.830,512.000
1767771235.306184171,13.05,94.060,512.000
1767771237.347209190,18.88,93.840,512.000
1767771239.387342854,12.85,93.820,512.000
1767771241.433796289,14.26,93.830,512.000
1767771243.474132477,13.26,93.820,512.000
1767771245.520238411,15.06,93.910,512.000
1767771247.561021405,14.19,93.920,512.000
1767771249.601504024,13.38,94.400,512.000
1767771251.642690610,16.18,93.920,512.000
1767771253.680652107,13.27,93.920,512.000
1767771255.727591379,12.99,94.890,512.000
1767771257.766362012,12.92,93.860,512.000
1767771259.808411972,13.82,93.870,512.000
1767771261.847663554,13.21,94.100,512.000
1767771263.886371044,13.06,93.860,512.000
1767771265.928381524,14.25,93.910,512.000
1767771267.967734112,13.34,93.860,512.000
1767771270.013169465,13.44,94.100,512.000
1767771272.055751588,12.81,93.870,512.000
1767771274.093588166,15.75,93.860,512.000
1767771276.136186222,13.42,94.090,512.000
1767771278.177183796,13.35,94.110,512.000
1767771280.224150241,13.05,93.840,512.000
1767771282.264196166,12.94,93.840,512.000
1767771284.303327051,13.22,93.840,512.000
1767771286.342624391,13.30,93.850,512.000
1767771288.381277589,16.01,93.890,512.000
1767771290.425487062,14.13,92.150,512.000
1767771292.466143816,13.01,92.150,512.000
1767771294.510466275,13.37,92.150,512.000
1767771296.550762634,14.02,92.140,512.000
1767771298.591637504,13.56,92.150,512.000
1767771300.639632152,13.51,92.120,512.000
1767771302.679855720,15.49,92.110,512.000
1767771304.725885591,12.73,92.350,512.000
1767771306.762905790,13.38,92.350,512.000
1767771308.802094955,13.81,92.360,512.000
1767771310.845905353,13.92,92.350,512.000
1767771312.883128659,13.45,92.110,512.000
1767771314.929349088,13.37,92.430,512.000
1767771316.967984135,13.17,92.100,512.000
1767771319.013677886,13.08,92.350,512.000
1767771321.054118276,13.54,92.350,512.000
