runtime,vus,lat_p95_mean,lat_p95_ic95,lat_mean_mean,lat_mean_ic95,throughput_mean,throughput_ic95,cpu_mean,cpu_ic95,memory_mean,memory_ic95
bun,50,104.16138255,10.919057345635565,84.87342387351603,40.46603766493922,267.7062411188265,73.3415159416316,19.435771056281574,11.286589877092574,135.48357667934903,552.1001110073555
bun,100,597.274016225,2.0130157450874866,269.9359440863815,9.510470224217508,269.74139923363555,7.005604856236067,18.039461451247167,1.0726082467699052,104.06597505668934,138.27260791057563
bun,200,1502.069758225,7.2233125296547795,634.6139480879265,0.13709644363458393,271.98433403563126,0.010409678298867733,18.189126984126986,0.2028382796927027,102.52517573696144,145.03347572671095
deno,50,102.184516825,0.4780985892035242,74.22051007341916,3.255009195675114,284.19074258442913,21.752637332813517,13.966859193864813,1.803500389938846,136.57588747484013,609.3219100158518
deno,100,589.7045661500001,35.510743830302154,267.63173762969035,21.729897842334672,271.18031309836834,17.83375129097323,14.058785198110954,0.45583084894580195,95.80705617316764,11.255846853495783
deno,200,1403.5096693750002,5.69910988091575,629.6789960319434,8.083395070696897,273.7239430552172,3.080787323139132,15.181122448979593,0.05992949172738893,110.17386621315191,9.817487986149263
node,50,192.644410375,14.848755156325502,102.21093614519566,17.52957003530575,244.95319405200996,34.81001062719609,21.773818692415453,7.08873150929962,74.793395155229,380.4128250468398
node,100,652.8976564,462.17878008407763,321.0959087721226,37.36014338072573,236.87651687321238,20.657053379591023,22.43349602724177,0.25455676912374825,48.21800794551646,0.9321969842670305
node,200,1553.0998281,626.7249960781044,715.1643753415799,229.25048570716643,245.10089945256544,67.67950145378414,23.474638436532388,0.09610473401073029,54.57381152498836,0.8930104361170728
