timestamp,cpu_percent,mem_usage_mb,mem_limit_mb
1767747479.686779727,67.13,38.070,512.000
1767747481.735556722,32.16,43.760,512.000
1767747483.775813271,32.80,42.950,512.000
1767747485.842694266,36.63,44.690,512.000
1767747487.884797143,24.69,44.980,512.000
1767747489.939804576,27.57,44.500,512.000
1767747491.981642092,23.25,43.820,512.000
1767747494.038582115,24.85,45.250,512.000
1767747496.081078631,22.30,45.330,512.000
1767747498.134381357,21.35,44.920,512.000
1767747500.179826036,24.31,44.500,512.000
1767747502.227224061,21.17,45.230,512.000
1767747504.269918835,22.98,44.300,512.000
1767747506.321837749,22.06,44.360,512.000
1767747508.364102270,18.07,45.500,512.000
1767747510.420473502,24.17,44.540,512.000
1767747512.464060503,22.82,44.250,512.000
1767747514.517170395,24.29,45.220,512.000
1767747516.559809177,24.15,44.190,512.000
1767747518.613496996,24.83,43.940,512.000
1767747520.659133996,27.99,44.830,512.000
1767747522.714641513,23.08,44.360,512.000
1767747524.760514254,20.99,44.770,512.000
1767747526.818372289,23.60,45.290,512.000
1767747528.860873041,22.61,45.090,512.000
1767747530.910388128,25.89,44.890,512.000
1767747532.953411945,23.09,44.320,512.000
1767747534.999447020,19.73,44.510,512.000
1767747537.047779819,20.60,44.380,512.000
1767747539.092493131,22.05,44.580,512.000
1767747541.139148225,26.03,45.500,512.000
1767747543.182561453,22.38,44.540,512.000
1767747545.236652079,21.64,44.350,512.000
1767747547.276985489,20.72,44.510,512.000
1767747549.326101376,22.35,44.480,512.000
1767747551.373435798,18.95,45.660,512.000
1767747553.425851913,23.41,44.930,512.000
1767747555.467662571,21.04,44.430,512.000
1767747557.525596752,20.97,44.390,512.000
1767747559.569330211,23.80,44.450,512.000
1767747561.618869356,20.22,44.930,512.000
1767747563.661543888,22.73,44.960,512.000
1767747565.722475532,21.68,44.930,512.000
1767747567.765132386,22.17,44.590,512.000
1767747569.815647203,22.62,45.250,512.000
1767747571.857116205,20.32,45.630,512.000
1767747573.906321291,23.28,45.200,512.000
1767747575.947944599,21.43,44.610,512.000
1767747577.990639942,22.41,44.160,512.000
1767747580.036637592,21.63,43.560,512.000
1767747582.078819003,20.87,44.750,512.000
1767747584.135494275,23.07,45.400,512.000
1767747586.178027956,20.95,44.390,512.000
1767747588.233350656,22.88,46.930,512.000
1767747590.276366021,23.07,45.840,512.000
1767747592.331643421,21.88,45.210,512.000
1767747594.377060791,22.16,44.470,512.000
1767747596.430994485,21.74,45.460,512.000
1767747598.473475696,23.58,44.770,512.000
