timestamp,cpu_percent,mem_usage_mb,mem_limit_mb
1767767417.523198208,19.02,125.000,512.000
1767767419.562575514,25.28,138.600,512.000
1767767421.610865044,23.76,156.300,512.000
1767767423.650444970,23.60,160.300,512.000
1767767425.695922734,26.13,162.100,512.000
1767767427.734574342,25.61,166.200,512.000
1767767429.773221732,24.53,167.800,512.000
1767767431.819867805,22.49,168.200,512.000
1767767433.873582241,25.58,171.100,512.000
1767767435.915260798,17.08,174.300,512.000
1767767437.956113390,13.46,174.300,512.000
1767767440.003614743,15.81,175.500,512.000
1767767442.049901429,13.58,175.500,512.000
1767767444.097211321,13.47,175.000,512.000
1767767446.140533542,16.24,176.400,512.000
1767767448.185410361,13.82,176.700,512.000
1767767450.225230467,14.18,176.700,512.000
1767767452.279622877,14.24,176.500,512.000
1767767454.318178300,14.21,176.800,512.000
1767767456.359897762,17.25,176.500,512.000
1767767458.405283599,14.99,176.000,512.000
1767767460.445717518,16.61,177.200,512.000
1767767462.498421728,16.14,177.600,512.000
1767767464.538853944,14.23,179.900,512.000
1767767466.586901192,17.29,180.200,512.000
1767767468.631642924,14.60,180.200,512.000
1767767470.672220714,14.44,179.300,512.000
1767767472.722395147,13.06,179.500,512.000
1767767474.761784999,14.38,179.700,512.000
1767767476.805030372,17.55,180.200,512.000
1767767478.847292513,14.66,179.700,512.000
1767767480.892207651,13.86,180.000,512.000
1767767482.933473515,13.57,180.200,512.000
1767767484.976409724,13.62,180.000,512.000
1767767487.019622745,14.88,180.600,512.000
1767767489.059492510,14.79,180.500,512.000
1767767491.107218940,16.65,180.500,512.000
1767767493.147385202,16.11,180.900,512.000
1767767495.192002987,13.76,181.500,512.000
1767767497.231184254,13.32,180.800,512.000
1767767499.280873139,13.35,181.200,512.000
1767767501.322537492,13.35,181.300,512.000
1767767503.361171477,14.22,181.300,512.000
1767767505.406068898,15.93,181.500,512.000
1767767507.443934956,14.33,182.000,512.000
1767767509.488664500,13.40,181.500,512.000
1767767511.527587038,13.75,181.500,512.000
1767767513.568869570,13.97,181.000,512.000
1767767515.614713402,13.87,183.400,512.000
1767767517.654590637,14.09,182.700,512.000
1767767519.700724455,17.14,183.500,512.000
1767767521.740998957,14.73,183.400,512.000
1767767523.789916948,13.54,183.200,512.000
1767767525.831056569,13.04,183.500,512.000
1767767527.873066309,13.40,182.900,512.000
1767767529.915003672,13.50,183.400,512.000
1767767531.955680151,12.92,182.700,512.000
1767767534.000340923,16.02,182.700,512.000
1767767536.041899803,13.33,183.200,512.000
1767767538.089594698,13.65,183.200,512.000
1767767540.130267720,13.17,182.600,512.000
1767767542.168127222,13.44,183.200,512.000
1767767544.221957992,12.95,182.300,512.000
1767767546.262457897,15.47,182.600,512.000
1767767548.307917952,15.15,182.800,512.000
1767767550.346764733,13.44,182.000,512.000
1767767552.393551617,13.57,182.800,512.000
1767767554.440363578,13.49,183.300,512.000
1767767556.483915258,16.52,182.300,512.000
1767767558.521356852,13.39,182.800,512.000
1767767560.559923053,13.36,182.300,512.000
